Sentiment,User,Post Content
Neutral,@Josephcaskey4,"Is there interest for a website that aggregates instances of certainevents nationwide? Riots, statue vandalism, covid lockdown double standards, ect?"
Positive,@bakedbeans0intheoven,I'm not sorry Karen that you don't want to wear a mask for like 20 minutes when there are hundreds of nurses wearing them all day! Just where a mask please you can'tbe that stupid to not wear one! WE DONT WANT YOUR CORONA!!!!!! #trump2020 #acab #1312 #acab1312 #blm #blacklivesmatter #bluelivesdontmatter #bluelivesmatter #mannyflag #trump #prolife #prochoice #politics #democratsaredestroyingamerica #freedom #americafirst #fucktrump #poc #ICE # manny #manny2020 #donaldtrump #cheetoman #coronavirus #buildthewall #justice #gorgefloyd #sayhisname #sayhisnamegeorgekirby #trumptrain #2020 #trumptrain2020
Positive,@gothbisexual,i simple reminder:)wear a mask
Positive,@Badbitty,I don’t think if you complain about not getting a haircut and having to wear a mask your opinion matters.
Positive,@Bakugo,If it’s a company’s right to refuse service to a gay person then it’s their right to refuse service to someone who won’t wear a mask
Positive,@GoJoeBiden,"Too many Americans have fetishized the concept of freedom. What they define as ""freedom"" is the license to behave recklessly & dangerously without any consequence.  That is not freedom - it's anarchy. And that is not America. 🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲 Wear a mask."
Positive,@Josephcaskey4,Mandatory mask alert for Coloradonow. Even though deaths have been dropping.  I got the warning on my phone. Is this the dystopia?
Neutral,@Gaygoddex,I’ve only had one shift at my job so far and I already have a pet peeve for people who DONT WEAR THERE FUCKING MASK! WEAR YOUR MASK IDIOTS!!!
Neutral,@Gaygoddex,Why do people not wear masks?? I have a dinosaur mask and I feel like a goddex while wearing it. 🥰💖😱 #wearmasks #idiots #gay #trans #nonbinary #corona #covid19 #bigrona #nonbinary #dinosaurs
Neutral,@aloisia,wear your masks or perish 🤍
Neutral,@daddybernie77,"Wear your f***ing masks, you selfish morons."
Neutral,@Artybarbie,"If a mask mandate is an infringement of rights, why is controlling a uterus a function of government? Asking for a friend."
Neutral,@Artybarbie,"If a mask mandate is an infringement of rights, why is controlling a uterus a function of government? Asking for a friend."
Neutral,@GoJoeBiden,This is the best news for everyone against wearing masks. *** COVID-19 can cause male infertility *** 🍆🍆🍆🍆👎
Neutral,@euphoriagguk,karens in this app are like “I’m not wearing a mask!” well good luck on getting the coronavirus ❤️😹
Neutral,@EllieTheShroom,"OH THE HUMANITY just wear the damn mask, it's not about you it's about the greater good of your own community. #COVID #COVID19 #ConservativeCryBaby"
Neutral,@Ilovmelons,Can you all take covid seriously? Like just wear a fucking mask and social distance. It’s not that fucking hard.
Neutral,@DeepStateUnicorn,Trump said everyone should wear masks. What’s the Qanon crazy line on this? Did the “Deep State” get to him? Or is he “playing 18D chess”?
Neutral,@independent12,"How come wearing a mask restricts your rights, but the government forcing us to wear seatbelts doesn't? Or the government forcing us to listen to traffic signals or we get fined?"
Neutral,@ihateamericaandtrump,don’t forget to wash your hands every day and practice safe social distancing! 🥰✨ always wear masks :) echo this to remind people! 😌✨
Neutral,@bakedbeans0intheoven,🧚‍♀️🧞‍♀️🧚‍♀️💕Can y'all 🧚‍♀️🧚‍♀️🧚‍♀️like where a mask? 💕🧚‍♀️💕🧜‍♀️🧜‍♀️I don't want to die🧝‍♂️🧞‍♀️🧚‍♀️💗🦄
Neutral,@DragQueenBillyRayCyrus,Trump still thinking it’s a hoax and not wearing a mask  • #dumptrump #donaldtrump #maga #covid19 #corona #coronavirus #globalpandemic #racist #notahoax #lgbtq #blm #acab #1312 #blacklivesmatter #defundthepolice #democrats #republicans #fuck12
