Sentiment,User,Post Content
Negative,@JacobEstes,#riseup #resist #endthelockdown #stopthesteal #holdchinaaccountable #abolishdemocrats
Negative,@Coldriver,#covid1984 #freedomanyone? #endthelockdowns #masksdontwork #nomaskmandates #freedom #nomasks #wheresthemaskscience?
Negative,@evanlindman,It’s time to end these destructive lockdowns! #covid #covid19 #shutdown #endtheshutdown #michigan #michiganfortrump #michiganshutdown #recallwhitmer #coronavirus #trump #maga #sleepyjoebiden #sleepyjoe #trumptrain #lockdown #endthelockdown
Negative,@Gary4trump,well well well well😁 please tell us Governor why you selected the Dominion company.  Follow an echo all 🙏💯🇺🇸 #gary4trump #transparency2020  #covidhoax  #electionfraud # #absenteeballots  #wwg1wga  #fightback #stopthesteal #stopcensorship #stopthecoup #stopvoterfraud  #endthelockdown  #trump2020 #trumptrain2020 #maga #kaga #trumpamericaslastchance  Instragram  @gary4trump_ @gary4trump__  taken down at 84K  Parler  gary4trump
Negative,@Gary4trump,"Follow an echo all 🙏💯🇺🇸 #gary4trump #transparency2020  #covidhoax  #electionfraud # #absenteeballots  #wwg1wga  #fightback #stopthesteal #stopcensorship #stopthecoup #stopvoterfraud  #endthelockdown  #trump2020 #trumptrain2020 #maga #kaga #trumpamericaslastchance  Parler  gary4trump  Posted @withregram • @brefuechsel.repeal230 BREAKING🚨General Flynn has been PARDONED by President Trump “It is my Great Honor to announce that General Michael T. Flynn has been granted a Full Pardon. Congratulations to  @GenFlynn  and his wonderful family, I know you will now have a truly fantastic Thanksgiving!” @realdonaldtrump I am extremely happy for our General but wish we he could have received a full exoneration, like he, his family, and Sidney Powell wanted. Happy Thanksgiving, General🇺🇸"
Negative,@JL92020,Peaceful Protest of Lockdown's and Governors Draconian EO's is starting to happen and needs to continue until we end the Lockdown's and take away their authority to issue EO's unless the EO is approved by Senate and President.  ⭐ Checks and Balances are needed for Governors to have the authority to issue an EO.
Negative,@Josephbuliga0,Everyone is fed up with this governor. Don’t cancel anything! Stay open! We need to unite against this dictatorship! #nomorelockdowns
Negative,@EricAtkinson,Justin is comprised. Just like his Father. A globalist and cares nothing for Canada 🇨🇦 #resistthereset #trudeaugate #trudeaumustgo #trudeaudictatorship #plandemic #newworldorder #fightback #populationcontrol #resist #nonewnormal #fightback #worlddoctors #freedom #nomorelockdowns #freecanada #digitalsoldiers #wwg1wga
Negative,@JimJordan,Democrats: “No Thanksgiving this year.” President Trump: “No more lockdowns.”
Negative,@JGaudio77,"In Cancun for thanksgiving, fuck the CDC and every liberal governor locking us down. No masks, people wear them if they want to . Almost like people know how to take care of themselves. #nolockdowns #teamtrump #getthemout #libtards #drainthedeepstateswamp #trumpsupporters #openamericanow"
Negative,@Cherokeeowl,“Burn the masks” NYC Protest today  #nomaskmandates  #nolockdowns  #impeachcuomo  #gijoevets  #tn2  #co4djt  #cocass2
Negative,@Cherokeeowl,Blue State Thanksgiving & Christmas  Funny but it’s not 😂🤣 Resist Lockdowns! #nolockdowns  #fightback  #gijoevets  #tn2  #co4djt  #cocass2
Negative,@Cherokeeowl,Blue State Thanksgiving & Christmas  Funny but it’s not 😂🤣 Resist Lockdowns! #nolockdowns  #fightback  #gijoevets  #tn2  #co4djt  #cocass2
Negative,@Cherokeeowl,Masks Don’t Work!  Lockdowns Don’t work either!  Just The Truth #nomaskmandates  #nolockdowns  #gijoevets  #tn2  #co4djt  #cocass2
Negative,@DaniellaDuque,I’m convinced the lockdowns are about killing small businesses and not sLoWiNg the SpReAd 🙄 #shutdown #freedomisessential #endtheshutdown
Positive,@and503,"Happy Thanksgiving, folk! 🦃 In the past week or two, we've heard that Democrat politicians like California Governor Gavin Newsom and New Jersey Phil Murphy, told their constituents to stay home during these holiday times. Fast forward to the future, they were caught dining with their family and friends and without their masks. And even if they were caught, they still abide with their orders.  But there is one politician that needs to be on the Wall of Shame, and that is Denver Mayor Michael Footpenis....errrr....I mean....Hancock. Hancock urged Denver residents to stay home for Thanksgiving and have themselves a small turkey instead. But this clown was caught traveling to Mississippi to see his wife and daughter. After that happened, he issued an ""apology"" to the city of Denver of his actions. But remember, peasants! Do as I say, not as I do. Again, Happy Thanksgiving! 🦃 #thanksgiving2020  #recallgavinnewsom  #recallphilmurphy  #endshutdowns  #covid19  #denver #colorado"
Positive,@bobdobalina,"New York says ""Stay out!"" New Jersey says ""Stay home!"""
Positive,@Catmandu50,Pelosi to Host Large Dinner for New House Members as Democrats Urge Americans To Stay Home and Not Host Family Gatherings Due to Coronavirus
Positive,@GrahamLedger1,"I warned you, California. HAVE YOU HAD ENOUGH YET? This is the next Marxist shoe to drop. Control. Control. They order you to stay home at Thanksgiving and then they turn your power off. You still support this dictator in Sacramento?"
