Sentiment,User,Post Content
Neutral,@Ieatmydogsfood,And Trump was with Ivanka watching the debate in quarantine while cracking jokes .
Neutral,@EricTrumpIsDumb,"""Mr. President the two week quarantine IS in fact mandatory."""
Negative,@Genzliberalgarbage18,Yikes #trump2020 #proudboys #americafirst #nobiden2020 #nomasks #trumptrain #trump2024 #ivankatrump2024 #keepamericagreat #makeamericagreatagain #makeamericasafeagain #antilgbt #backtheblue #bluelivesmatter #isupportpresidenttrump #trumprepublican #nobidenharris2020 #alllivesmatter #blacklivesdontmatter #proudwhiteamerican #partiots #isupporttrump #libtards #liberalismisamentaldisorder #nomirelibralbias #fakenews #fakenewsmedia #fakenewsmediaclowns #joebidenisaracist #joebidenisapedophile #creepyjoebiden #sleepyjoe #trump2020landslide #votetrump2020 #gabbiecult #antisemitism #anitlgbt #trumpforpresident #whitelivesmatter
Negative,@Genzliberalgarbage18,THIS IS WHY WE MUST FIGHT FOR PLANNED PARENTHOOD  #trump2020 #proudboys #americafirst #nobiden2020 #nomasks #trumptrain #trump2024 #ivankatrump2024 #keepamericagreat #makeamericagreatagain #makeamericasafeagain #antilgbt #backtheblue #bluelivesmatter #isupportpresidenttrump #trumprepublican #nobidenharris2020 #alllivesmatter #blacklivesdontmatter #proudwhiteamerican #partiots #isupporttrump #libtards #liberalismisamentaldisorder #nomirelibralbias #fakenews #fakenewsmedia #fakenewsmediaclowns #joebidenisaracist #joebidenisapedophile #creepyjoebiden #sleepyjoe #trump2020landslide #votetrump2020 #gabbiecult #antisemitism #anitlgbt #trumpforpresident #whitelivesmatter #abortion #abortionismurder #plannedparenthood
Negative,@Genzliberalgarbage18,THIS IS WHY WE MUST FIGHT FOR PLANNED PARENTHOOD  #trump2020 #proudboys #americafirst #nobiden2020 #nomasks #trumptrain #trump2024 #ivankatrump2024 #keepamericagreat #makeamericagreatagain #makeamericasafeagain #antilgbt #backtheblue #bluelivesmatter #isupportpresidenttrump #trumprepublican #nobidenharris2020 #alllivesmatter #blacklivesdontmatter #proudwhiteamerican #partiots #isupporttrump #libtards #liberalismisamentaldisorder #nomirelibralbias #fakenews #fakenewsmedia #fakenewsmediaclowns #joebidenisaracist #joebidenisapedophile #creepyjoebiden #sleepyjoe #trump2020landslide #votetrump2020 #gabbiecult #antisemitism #anitlgbt #trumpforpresident #whitelivesmatter #abortion #abortionismurder #plannedparenthood
Negative,@bub23,"Hi guys!! I’m new to this app. I would love for y’all to welcome me- as I am really glad to be here 😀to start off, i’d love to show art that really resembles what this country IS REALLY about.  #trump2020 #proudboys #americafirst #nobiden2020 #nomasks #trumptrain #trump2024 #ivankatrump2024 #keepamericagreat #makeamericagreatagain #makeamericasafeagain #antilgbt #backtheblue #bluelivesmatter #isupportpresidenttrump #trumprepublican #nobidenharris2020 #alllivesmatter #blacklivesdontmatter #proudwhiteamerican #partiots #isupporttrump #libtards #liberalismisamentaldisorder #nomirelibralbias #fakenews #fakenewsmedia #fakenewsmediaclowns #joebidenisaracist #joebidenisapedophile #creepyjoebiden #sleepyjoe #trump2020landslide #votetrump2020tosaveamerica #chinavirus #liberalsmustgo #godblessamerica #godsavethechildren #savethechildren #wigflew   GAY PRIDE BITCHES"
Negative,@Genzliberalgarbage18,"It simply amazes me that conservatives seem to believe that liberals want to take away their guns. You are right, it’s not the gun, it’s the person. So why are we not passing reform to ensure that questionable, dangerous people are not able to get their hands on a gun (legally)? I want people to have the right to protect themselves as much as the next guy, but we are literally handing domestic terrorists guns and that needs to change now. #trump2020 #proudboys #americafirst #nobiden2020 #nomasks #trumptrain #trump2024 #ivankatrump2024 #keepamericagreat #makeamericagreatagain #makeamericasafeagain #antilgbt #backtheblue #bluelivesmatter #nobidenharris2020 #alllivesmatter #blacklivesdontmatter #proudwhiteamerican #partiots #isupporttrump #libtards #liberalismisamentaldisorder #nomirelibralbias #fakenews #fakenewsmedia #fakenewsmediaclowns #joebidenisaracist #joebidenisapedophile #creepyjoebiden #sleepyjoe #trump2020landslide #votetrump2020 #anitlgbt #trumpforpresident #whitelivesmatter"
Negative,@Genzliberalgarbage18,"Fact: In 2015, 91% of all abortions in the US were performed before 13 weeks gestation. Only 1.3% were performed past 21 weeks gestation. Every attack on Planned Parenthood is an attack on women’s access to quality, affordable healthcare. Planned Parenthood provides so many necessary services for women of color and poverty. Abortions make up an extremely small part of those services. make sure to get the hashtags in☺️ #trump2020 #proudboys #americafirst #nobiden2020 #nomasks #trumptrain #keepamericagreat #makeamericagreatagain #makeamericasafeagain #antilgbt #backtheblue #bluelivesmatter #trumprepublican #nobidenharris2020 #alllivesmatter #blacklivesdontmatter #proudwhiteamerican #partiots #isupporttrump #libtards #liberalismisamentaldisorder #nomirelibralbias #fakenews #fakenewsmedia #fakenewsmediaclowns #joebidenisaracist #joebidenisapedophile #creepyjoebiden #sleepyjoe #trump2020landslide #votetrump2020 #antisemitism #anitlgbt #trumpforpresident #whitelivesmatter #abortionismurder"
Neutral,@Ieatmydogsfood,"His favorite mask and like Dersh , he always wears Ivanka's underwear"
Neutral,@BrianOHFL,MAGA voters would rather wear a “What would Putin do” t-shirt than put on a face mask. 🤦🏻‍♂️😷
