Sentiment,User,Post Content
Neutral,@ALX,This is insane. Couple under house arrest after refusing to sign COVID-19 quarantine agreement
Negative,@DylanWheeler511,Take your masks OFF!!!! This is a fairly easy experiment to duplicate. Masks appear to lower your environmental oxygen level SIGNIFICANTLY. Which would mean you're starving your brain for oxygen when you wear them. Meaning you’re slowly killing yourselves.
Negative,@Derek,Dr. Fauci was caught by Americas Voice News for taking his mask off when the hearing was over. You can’t make this up.
Neutral,@DylanWheeler511,“It’s just a mask....”
Neutral,@DylanWheeler511,The masks don’t work. You’re just suffocating yourselves & giving in to tyranny. Take them off.
Neutral,@BarbaraRuth,"Is it just me or is this how it makes anyone else feel?? I have not worn a mask yet. I refuse. I’ll social distance, but that’s it."
Neutral,@Ashma1313,"The governor of North Carolina has stopped opening and requires masks now. Hurry November 3rd, we need change!"
Neutral,@Cherokeeowl,"The idiots who are Rioting, looting, destroying, & demanding masks are the smallest % of the population with the loudest voices.  Why do we put up with this behavior???  We need to push back - Resist!  I’m tired of it!  #gijoevets"
Neutral,@Clinton614,-They closed your business -They closed your church -They closed your parks -They closed your beaches -They banned funerals -They banned graduations -They made you wear masks -They banned Dad's in delivery rooms But they allowed this 👇 we were played!
Neutral,@Clinton614,-They closed your business -They closed your church -They closed your parks -They closed your beaches -They banned funerals -They banned graduations -They made you wear masks -They banned Dad's in delivery rooms But they allowed this 👇 we were played!
Neutral,@Clinton614,-They closed your business -They closed your church -They closed your parks -They closed your beaches -They banned funerals -They banned graduations -They made you wear masks -They banned Dad's in delivery rooms But they allowed this 👇 we were played!
Neutral,@cjtruth,"Great New  @StormIsUponUs  video. A must see! You're being scammed by enemies of America who occupy powerful positions in government and the media. November 2020 is the way we, the people, can fight back. Know your enemy. Ditch the masks. Rise. #Covid911 youtu.be/-fhGV1LxeKQ"
Neutral,@Derekvmorrison,"Anyone find it strange that months and months after the virus hits that all the sudden they want to require mask? 😷 I wonder why they’re testing how much control they have over the sheep and testing how much people will believe and who will push back. Wonder why they need to know so desperately! What are they planning? Microchips, one world digital currency? The end is coming rapidly. Has to be. Our own government is promoting lawlessness, murder, chid abuse, violence of every kind, and pure destruction."
Positive,@DrGosar,"You are the first responder.  In all situations you are the first person there to protect yourself and your family.  If you buy guns learn to use them. Learn the law of self defense. Learn safety. And practice.  You pay taxes to your city and county for protection. The number one job of government is mutual protection. When a middle aged couple has to run outside to handle a mob, society is failing."
Negative,@Gil07,Vem ai mais uma vacina da china  #chinavirus
Negative,@DeLiberateSpeech,Healthcare worker says corona virus tests are infecting people. #covid19 #covid-19 #coronavirus #plandemic #pandemic
Negative,@EvanPCarlson,It was so nice to FINALLY get back to Rye for the first time since #KungFlu! The outside dining was incredible. Delicious as always! Thank you Daniel for the amazing service! #keeponwi #recoverwi #openwi #KAG #MAGA #Trump #ProLife #Wisconsin #WIRight #WWG1GWA #COVID #COVID19 #Coronavirus #GaysForTrump #LGBTQAnon
