Sentiment,User,Post Content
Negative,@JimJordan,No more bailouts. Reopen America. Now.
Positive,@gonzorocker,Reagan 1984 Can Trump turn the whole country RED? If YOU vote he can! Don’t stay home!!
Neutral,@Flyingace,"YOU'VE BEEN DUPED, THE COVID19 FIX IS IN: SHUT DOWNS & QUARANTINES HELPS WHOM?  Maybe the medical community should just protect the most vulnerable, and cut the B.S. politics."
Neutral,@Deplorablekiwi,In New Zealand socialist state police just questioned a woman for “posting about Covid” and imprisoned another woman fir escaping quarantine detention centre to allow her kids to see dead Dad before burial.
Negative,@Fillthevoid,Stop wearing the damn mask 😷 #nomasks #masksareforslaves #coronavirus
Neutral,@Gmadeira,"In not so many words, they want to control the people, the mask mandate is a farce, wearing a mask is detrimental to our health."
Neutral,@Jmcl99,It’s been overwhelming and exciting... I traveled from Florida to Kansas and back through Atlanta and have had dozens of people say they “like your mask” where can I get a mask like that” RealDonald Trump in a landslide victory 2020
Neutral,@Art77,DEOS THIS MEAN I NO LONGER NEED TO WEAR MY MASK IN THE SHOWER ??
Neutral,@Davidtopham60,Anyone els really hates wearing these masks in shops ?  I Can’t Breath
Neutral,@Cartoys93,Hmmmm .... So I thought wearing a mask meant you were just a slave to the man . It’s a whole different meaning .
Neutral,@Eam0132,"Be like Florida... Breaking News  Florida removes statewide capacity restrictions on restaurants and other businesses; can now operate at 100%; order also prohibits fines for mask requirements, according to Orlando Sentinel"
Neutral,@CrunchyGrace9,"Getting to stand at the altar of our OPEN church today, hands raised worshiping with my brothers and sisters in Christ made me so thankful but so aware that there are so many that are not out of fear. This is not ok. Wake up. Warrior up y’all. This is a spiritual battle. FIGHT.  I will respect your right to wear your mask and walk around in fear so long as you respect my right not to.  #livefreeordie #plandemic2020 #yourebeingplayed  #myrightdoesntendwhereyourfearbegins"
Neutral,@falseflvg,"The CDC quietly admits that only 6% of Covid-19 deaths were strictly due to Covid. That’s fewer than 10,000 deaths.  Meanwhile businesses have been financially destroyed. States are hiding behind fake science to keep their states locked up. Masks are still being mandated. Some states claim they won’t return to normal until there’s a vaccine.  It’s time to OPEN UP! #cdc #covid19 #covid #science #conservative #parlee #unlockmichigan #tyranny #michigan #usmc #MarineCorps #resist #2a"
Negative,@Bencraddock,#antivaccine
Neutral,@DeniseRubright,"Don’t Blink or You’ll Miss it: The Prep Act COULD BE THE CATALYST FOR MANDATORY COVID 19 vaccines. Also, Quietly Gets a Third Amendment, Allowing Pharmacists to Vaccinate Children • Children's Health Defense"
Neutral,@DeniseRubright,"Don’t Blink or You’ll Miss it: The Prep Act COULD BE THE CATALYST FOR MANDATORY COVID 19 vaccines. Also, Quietly Gets a Third Amendment, Allowing Pharmacists to Vaccinate Children • Children's Health Defense."
