Sentiment,User,Post Content
Negative,@CrunchyClaireified,Of course he did! Lockdowns don’t work!! #reopenamerica #openamericanow #endthelockdown
Negative,@CrunchyClaireified,But yet you get fined or get some jail time. #reopenamerica #openamericanow
Negative,@Bryansmetherhem,#standupx #saveourchildren #antilockdown #covid19hoax
Negative,@Bryansmetherhem,Saving Scotland anti lockdown protest today at Holyrood parliament in Edinburgh 🏴󠁧󠁢󠁳󠁣󠁴󠁿✊🏻 #covidhoax2020
Negative,@Brucehalstead,#masksdontwork #nomasks #masksareforslaves #masksoff #takeoffthemask
Neutral,@Christinamarlowe,"Committing myself to a mask revolt starting this month. Today I walked into Jamba Juice without a mask.  The cashier didn’t say a word. Then another lady(presumably his boss), walked up next to him looked at me and pointed to her mask. I motioned to her that we would be leaving after ordering. Cashier looked at me and said he was over the whole mask too thing so he stopped asking people to wear one. It’s time for a revolt.  There is NO science to back these silly masks and I am not bowing to this demonic agenda any longer."
Neutral,@AZCowboyConstitutionalist,It’s more than a mask . It’s now a symbol of unlawful edicts and government tyranny.
Neutral,@informusa1,Starting from about 6:15 on  @heidistjohn  kills it on why we shouldn't wear masks! 👍  #Scamdemic #Plandemic #CoronaHoax #CoronaGate #COVID1984
Neutral,@DylanWheeler511,"“Don’t worry, Fauci said vaccines won’t be mandatory.” Yeah, he said the same thing about masks in the beginning. Just wait until they manufacture a 2nd wave with the help of 5G towers (which replicate the virus’ symptoms) & millions of people start to die like Bill Gates predicted would happen last fall. They will then mandate the vaccines by saying it’s for the public’s safety & will label those who refuse to take them as being dangerous to the rest of society."
Neutral,@Azfam1,You Can be topless but you better have your face Covered!
Neutral,@DylanWheeler511,"“Don’t worry, Fauci said vaccines won’t be mandatory.” Yeah, he said the same thing about masks in the beginning. Just wait until they manufacture a 2nd wave with the help of 5G towers (which replicate the virus’ symptoms) & millions of people start to die like Bill Gates predicted would happen last fall. They will then mandate the vaccines by saying it’s for the public’s safety & will label those who refuse to take them as being dangerous to the rest of society."
Negative,@informusa1,Starting from about 6:15 on  @heidistjohn  kills it on why we shouldn't wear masks! 👍  #Scamdemic #Plandemic #CoronaHoax #CoronaGate #COVID1984
Negative,@Calebhenderson,"This year, above all other elections, we conservatives MUST vote in person at the polls. If you can go to Walmart for milk, you can go to the voting booth. I’m high risk due to powerful immune system killing drugs I take to prevent the advancement of RA in my body. I have regularly gone grocery shopping, filled the gas tank & run many necessary errands since the beginning of the China Virus plague. If I can do it, so can you. Follow the guidelines & you’ll be just fine. Make your vote count by voting in person!🇺🇸"
Negative,@407Patriot,#kungfluvirus  #democratsaredestroyingamerica  #covid1984  #covidpsyop
Neutral,@CrunchyClaireified,The left: Kings if COINCIDENCE THEORY 🧐 #qanon #wwg1wga #covid19 #coincidencetheory
Neutral,@Arielzeigler,So on abc tv is the president and the people. Well we change the channel and I look up Facebook live. The abc Facebook live is of the Kim doing a Covid town hall of her own and not trump with the people. Action speaks louder the words. Not that I like abc but damn. Can’t find it live on Facebook at all.
Neutral,@DylanWheeler511,"“Don’t worry, Fauci said vaccines won’t be mandatory.” Yeah, he said the same thing about masks in the beginning. Just wait until they manufacture a 2nd wave with the help of 5G towers (which replicate the virus’ symptoms) & millions of people start to die like Bill Gates predicted would happen last fall. They will then mandate the vaccines by saying it’s for the public’s safety & will label those who refuse to take them as being dangerous to the rest of society."
