Sentiment,User,Post Content
Positive,christianhjung,"An old fart that attracts flies! #DrainTheSwamp 

#StayHome or #WearADamnMask

VOTE: #BidenHarris2020 &amp; #VoteByMail… https://t.co/kdcnJkmPdz"
Neutral,everett_stinson,@PeteButtigieg Why didn’t Joe Biden quarantine? Guess only Republicans have to quarantine?
Neutral,wor_dj,"RT @Irysdawn: @clairecmc @Patta47cake Barr claimed he wouldn't quarantine, then Mon he abruptly quarantines. Ivanka, Jared just disappear.…"
Neutral,BOSTON800,Please QUARANTINE!
Neutral,JimDecker3rd,@eliehonig Hiding until after the election is over in quarantine
Neutral,TerrellDLewis,RT @SouthernCoca: trump should be quarantined.
Neutral,moodyblue82,Why isn’t meadows quarantining?
Neutral,Novemberthir,"She has the trump virus too!!!???
Why isn’t she quarantined???"
Neutral,MelodyPuppyDog,He’s suppose to be quarantined for 20 days
Neutral,LtlAbs,People want to know why I'm still quarantining? THIS is why.
Neutral,esd2000,@kayleighmcenany @JoeBiden How’s that quarantining working out?
Neutral,TrotDarrow,Even quarantine requires 14 days.
Neutral,kharly,Agree but they want that Judge and being in quarantine they won't get her before election
Neutral,lmpilots,@Teesa_Michele We should already be on quarantine because of mini Trump DeathSantis
Neutral,Beenoutsideusa,Rudy I know you'd love to be revalant but you're NOT go quarantine yourself.
Neutral,FOTCangela,"@kayleighmcenany @JoeBiden Go quarantine, Miss Rona!"
Neutral,vikramantin,@RBReich Sorry the football has COVID and is in quarantine with Trump.
Neutral,fleetadmiralj,Just go ahead and quarantine the entire rally
Neutral,missb62,RT @W7VOA: From the @PressSec in quarantine who tested positive for #COVID19:
Neutral,LabyrinthWeaver,@MysterySolvent Quarantined with their lawyers for the upcoming election loss and lawsuits
Neutral,sidecar542,"@PhireAndFury He is inching a bit from trump. 

Why is he in quarantine if he tested negative?"
Neutral,Havok6985,@kayleighmcenany @JoeBiden Shut up and stay in quarantine dumb ass!
Neutral,marybar41015771,RT @KenobiCheated: Did I miss trump's mandatory quarantine 🤔
Neutral,WalczakLinda9,"RT @jeszymk: SO 
WE THE PEOPLE MUST QUARANTINE
BUT NOT THE SHITHEAD CHIEF💩"
Neutral,MC_Hesher,RT @owillis: You’re tweeting this from quarantine cause of Trump
Neutral,OtterHale,"42 PLUS all their immediate family members, staff should be in quarantine."
Neutral,pelotonattacker,@LOLGOP Aaand the villages go into a quarantine just in time for the election.
Neutral,janicecarlson77,@Doe_SoFarSoGood @realDonaldTrump You weren't participating anyway. Take your TRUMP VIRUS and yourself to quarantine
Neutral,jen_holloman,"@kayleighmcenany @JoeBiden Sounds good. Go quarantine please.
#germhouse"
Neutral,JimDecker3rd,@CitizenWonk My guess barr will stay quarantined until long after the election
Neutral,LeeAnn4Change,@KenobiCheated No you didn’t miss it - Trump missed his mandatory QUARANTINE!
Neutral,violet2424,Typhoid Mary had to be forcibly quarantined to prevent her spreading disease.  Lock Him Up!
Neutral,mswantech,@kayleighmcenany @JoeBiden I don’t believe that but I would be all for it! Go back to quarantining.
Neutral,reedsandrods,"@kayleighmcenany @JoeBiden Covid Kayleigh weighs in from quarantine to whine, thanks for your service"
