Sentiment,User,Post Content
Positive,christianhjung,"#TRUMP2020 IS A JOKE! #NoHealthcarePlan 60 Minutes

#StayHome or #WearADamnMask

VOTE: #BidenHarris2020  &amp;… https://t.co/x6ybeGNWT3"
Positive,christianhjung,"#TrumpMeltdown on 60 Minutes

VOTE: #BidenHarris2020  &amp; #VoteByMail 

#StayHome or #WearADamnMask

#cnn #msNBC… https://t.co/5KzaAX6Dma"
Positive,christianhjung,"#Trump golfs 9 times after learning about #COVID19 

#StayHome or #WearADamnMask

VOTE: #BidenHarris2020  &amp;… https://t.co/ni0tlBRrSr"
Positive,christianhjung,"4 years of baby #trump is enough!

VOTE: #BidenHarris2020  &amp; #VoteByMail 

#StayHome or #WearADamnMask

#cnn #msNBC… https://t.co/oYzLCW54qW"
Positive,Betterw05759703,"RT @kjoerwin: @ReallyAmerican1 I’m a member of #GADFE

 #stayathome #WearAMask #WashYourHands and please do NOT go to a #SuperSpreaderEvent…"
Neutral,mnjanina,Essential Work has nothing to do with Quarantines. YOU MUST QUARANTINE IF POSSIBLY INFECTED! PERIOD DO NOT PASS GO… https://t.co/6Q3be5ulL2
Neutral,AmilynH,WHY is he there in the Senate??? #Quarantine
Neutral,OshetJimmy,She should be in quarantine! #COVID19 @SenateGOP @SenateDems
Neutral,ModaMags,@GeorgeTakei Quarantine or in hiding until after the election?
Neutral,StevePerry4evr,@RabbiJill It's because tRump told him not to quarantine.  It's as simple as that.
Neutral,travisakers,Joe Rogan is currently in quarantine for COVID.
Neutral,TimJohnK,Maybe all of FOX will have to quarantine on election night.
Neutral,dearing_kristen,"You need to quarantine, but then again nobody really expects you to do the right thing."
Neutral,Cherrybomb781,@DrRobDavidson @realDonaldTrump @Mike_Pence Donald Trump did it too. He didn't quarantine for 2 weeks.
Neutral,1983resist,"https://t.co/N2oVDKUIvk
Pence is a fool and should be quarantined.  Vote for Joe Biden."
Neutral,Jax6655,RT @cmorrissey59: @SharonStPierr11 I think his staff had it and because he was exposed they put him and Melania in quarantine. I believe he…
Neutral,PSU_Blaze,@LibsInAmerica I wonder how many FoxNews hosts will “need to quarantine” right after the election.
Neutral,CaseRN12,RT @raising_hill: Kelly Loeffler has been exposed to Covid  and should be quarantining.  But she's showing up to vote today and putting the…
Neutral,albanyresist,RT @raising_hill: Kelly Loeffler has been exposed to Covid  and should be quarantining.  But she's showing up to vote today and putting the…
Neutral,LcsNusbaum,"Kamala self-quarantined when she was exposed to protect others, just in case.
Pence couldn't care less!!"
Neutral,Dom_D_Atheist,"@GovBillLee Oh look. That should be, according to Twitter, your first day out of quarantine. You can go vote then."
Neutral,MaidenKing,"Mike Pence needs to quarantine. Nobody is changing their vote because of Pence, as he has absolutely no charisma. #VoteHimOut"
Neutral,Serabbi,"RT @MotherSquid: No wonder people are having more frequent, higher intensity panic attacks than ever before! It's not the quarantine, it's…"
Neutral,BrianLemaire2,RT @KathrynHuse: @brhodes They can't keep up with their narrative about Biden hiding in the basement if Pence quarantines. They absolutely…
Neutral,VoteDemWomen,"RT @blairn71: @AngrierWHStaff If he quarantines he can't attend the confirmation vote, same as mitch being sick and staying on for the vote…"
Neutral,denisew16755374,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,NancyMamashoo,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,missb62,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,MamaJDrap,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,CKscullycat,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,avocams,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,ImpeachTheNazi,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,Midwesterner196,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,sherry_bath,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,Liberty2Bfree,"RT @sandsun4me: @GovMikeDeWine @570wkbn How about discussing the Vice President who, rather than following CDC guidelines and quarantining,…"
Neutral,FourthEstate911,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,cmorrissey59,@SharonStPierr11 I think his staff had it and because he was exposed they put him and Melania in quarantine. I beli… https://t.co/b9s63SnQXr
Neutral,TeresaTrapasso3,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,MattMurph24,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,Tess86024783,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,nickolasdreyfus,"RT @AlistairHaimes: My daughter is on her 3rd isolation / quarantine. She hasn't had a continuous fortnight of school since mid March.

The…"
Neutral,iamacanuck,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,MindySm73355410,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,bchups,"RT @kaitlancollins: Citing that he is an essential worker, Pence is not quarantining despite his contact with people who have tested positi…"
Neutral,Bevbb9,"RT @AlistairHaimes: My daughter is on her 3rd isolation / quarantine. She hasn't had a continuous fortnight of school since mid March.

The…"
Neutral,TraceeTlc2u2,"RT @TraceeTlc2u2: So if the vice resident has been exposed, he will need to quarantine himself for 10 days am I correct? That would put him…"
Neutral,JadeJensen29,RT @murray_nyc: @realDonaldTrump And why is VP Mike Pence not quarantining? No other worker in America would be allowed to get away with th…
Neutral,KarenSm90878291,RT @murray_nyc: @realDonaldTrump And why is VP Mike Pence not quarantining? No other worker in America would be allowed to get away with th…
Neutral,GayleellisLydia,RT @murray_nyc: @realDonaldTrump And why is VP Mike Pence not quarantining? No other worker in America would be allowed to get away with th…
Neutral,biden_vote,RT @murray_nyc: @realDonaldTrump And why is VP Mike Pence not quarantining? No other worker in America would be allowed to get away with th…
Neutral,iluvleafs,RT @rachelsklar: It is ASTONISHING that Pence - who presided over the COVID task force - is flouting public health protocols to quarantine…
Neutral,SeanFlan45,RT @murray_nyc: @realDonaldTrump And why is VP Mike Pence not quarantining? No other worker in America would be allowed to get away with th…
Neutral,HelloWhiteLotus,RT @murray_nyc: @realDonaldTrump And why is VP Mike Pence not quarantining? No other worker in America would be allowed to get away with th…
Neutral,mrossano6970,RT @rachelsklar: It is ASTONISHING that Pence - who presided over the COVID task force - is flouting public health protocols to quarantine…
Neutral,Small_begining,RT @murray_nyc: @realDonaldTrump And why is VP Mike Pence not quarantining? No other worker in America would be allowed to get away with th…
Neutral,Rebecca79354969,RT @murray_nyc: @realDonaldTrump And why is VP Mike Pence not quarantining? No other worker in America would be allowed to get away with th…
Neutral,dannielachance,RT @murray_nyc: @realDonaldTrump And why is VP Mike Pence not quarantining? No other worker in America would be allowed to get away with th…
Neutral,jeannefisher17,RT @murray_nyc: @realDonaldTrump And why is VP Mike Pence not quarantining? No other worker in America would be allowed to get away with th…
Neutral,Midwesterner196,RT @murray_nyc: @realDonaldTrump And why is VP Mike Pence not quarantining? No other worker in America would be allowed to get away with th…
Neutral,RevJohnboy,RT @nativelah: @OpnSrceElements @RevJohnboy @GOP Pence is leading the vote; ignoring CDC requirement to quarantine. What a mess!
Neutral,longwell99,"RT @EddieZipperer: John Berman alleges that ""votes are more important than lives"" to Vice President Pence because the VP isn't quarantining…"
Neutral,QueenBertRoyal,RT @RabbiJill: Ahh so THIS is part of the reason pence wont quarantine. They have to ram through their illegitimate nominee even of it mean…
Neutral,pamrichmond1,RT @RabbiJill: Ahh so THIS is part of the reason pence wont quarantine. They have to ram through their illegitimate nominee even of it mean…
Neutral,BJWahlstrom,RT @RabbiJill: Ahh so THIS is part of the reason pence wont quarantine. They have to ram through their illegitimate nominee even of it mean…
Neutral,orum_holly,"RT @DrDenaGrayson: All reporters who cover @Mike_Pence must ask him why he is risking their lives by refusing to quarantine.🤬

#TyphoidMike…"
Neutral,FlorenceKitty,RT @RabbiJill: Ahh so THIS is part of the reason pence wont quarantine. They have to ram through their illegitimate nominee even of it mean…
Neutral,LauraMcAfee1,"RT @RussOnPolitics: @Mike_Pence @realDonaldTrump Hello, Mike Pence! You must go into quarantine for the remainder of the election because y…"
Neutral,TigorSly,"RT @ClaireNoelle17: @RonLebow @Welshsprout He surfaced out of quarantine in Albuquerque on Oct 14th.  

Bragging about Operation Legend wit…"
