Sentiment,User,Post Content
Positive,DsOchoa,"RT @DsOchoa: #GetVaccinated💉
#StayHome  
#DontFly✈️
#WearAMask  
#KeepYourDistance↔️
#StayHealthy🏃🏽🏃🏻‍♀️
#HolidaySeason 
🇺🇸 #ThankYouJoeBid…"
Positive,DsOchoa,"#GetVaccinated💉
#StayHome  
#DontFly✈️
#WearAMask  
#KeepYourDistance↔️
#StayHealthy🏃🏽🏃🏻‍♀️
#HolidaySeason 
🇺🇸… https://t.co/i5anmO7n5s"
Positive,DsOchoa,"RT @DsOchoa: #GetVaccinated💉
#VaccinesWork 💉
#WearAMask 
#StayHome 
#DontFly✈️
#StayHealthy🏃🏽🏃🏻‍♀️
@JoeBiden @Jillbiden46 received #vaccina…"
Positive,DsOchoa,"#GetVaccinated💉
#VaccinesWork 💉
#WearAMask 
#StayHome 
#DontFly✈️
#StayHealthy🏃🏽🏃🏻‍♀️
@JoeBiden @Jillbiden46 receiv… https://t.co/h6GSVC1VHS"
Positive,pmo1346,"Dear #maga, #WearADamnMask and #StayAtHome"
Neutral,suechitown,RT @UROCKlive1: @EricTrump Doesn't it? Thanks to your father's incompetence the smart half of the country was trying to quarantine to slow…
Neutral,NikitaKitty,RT @UROCKlive1: @EricTrump Doesn't it? Thanks to your father's incompetence the smart half of the country was trying to quarantine to slow…
Neutral,NinaLisa11,RT @UROCKlive1: @EricTrump Doesn't it? Thanks to your father's incompetence the smart half of the country was trying to quarantine to slow…
Neutral,BleedingMarine,"Hope Hicks should have been quarantined
When she flew with old butterbean.
She came down with a strain 
A virus of… https://t.co/rqibKfwICz"
Neutral,Veronic76110761,@kjpalmen @mathers_georgia @4everNeverTrump @nytimes I think it plays to his base who think that quarantines/safety… https://t.co/QhhWNUvGOL
Neutral,lbarbara48_2,"QUARANTINE is a b + itch. Hopefully, latter part of 2021 will be BETTER! Hopes are at least THINNER. #DiaperDonald… https://t.co/U1IsfwJe5n"
Neutral,MikaylaRMurphy1,"RT @BradleyHFisher: 🦠🔫😷Rabid #Karen learns about #masks with #guns!🙃

#lockdownextension #karens #KarenGoneWild #karenandken #TraderJoesKar…"
Neutral,Apple1Cr,@JoeBiden Small businesses are closing because of democrat rules and lockdowns!
Neutral,JHarvak,"RT @linda75643: This will be the start of their massive lockdowns, etc.  REVOLT!! Do not let them do this"
Neutral,DaveHorn_CA,".@RepMattGaetz, lockdowns are prudent.  It's not about how one ""looks.""  It's simply not that superficial. 

And yo… https://t.co/8Nofb90REv"
Neutral,BTreenew,#DEMOCRATS You insane people. Your going to have #climatechangeLOCKDOWNS like #lockdown #ChinaVirus TOTAL CRAP… https://t.co/4Uzdo3r9Dv
