Negative,conservative,@claudiaRtist,#thanksgiving #covid19fear #endthelockdown #democratsaredestroyingamerica
Negative,conservative,@Borovik,China virus has a 99.999969% survival rate. Who is sick of this SCAM-demic? ECHO if you agree!
Negative,conservative,@CRHIrishguy,"Still waiting on evidence that masks work on stopping or slowing down the ""China Virus"". In the meantime keep your masks on, especially when driving. Don't ask questions! It's imperative that you believe everything the CDC, the WHO, Dr. Fauci, your Democrat Governor's & state Secretary of Health, CNN, & the newly transitioning fraudulent Biden administration tells you. It's important that you comply for everyone's health and well-being. Remember, if one mask can save just one life it's worth it! Don't be selfish!"
Negative,conservative,@10thGenerationAmerican,"This is why you don’t let low skilled immigrants flood the country. When they lose their jobs due to the plandemic or recession, the left seeks a redistribution of wealth in disguise as a bailout. That’ll just bring MORE of them here if they know they’ll receive welfare and a bailout."
Negative,conservative,@10thGenerationAmerican,"This is why you don’t let low skilled immigrants flood the country. When they lose their jobs due to the plandemic or recession, the left seeks a redistribution of wealth in disguise as a bailout. That’ll just bring MORE of them here if they know they’ll receive welfare and a bailout."
Negative,conservative,@AmyHatfieldSutton,"Please please please....everyone pay close attention, research for yourselves the following: “The Great Reset” by evil Klaus Schwab and the equally evil World Economic Forum.  The UN and their Agenda 21 as well as it’s renamed milestone Agenda 2030.  The self-titled “elites” have big plans for us, the “inferior” masses. They are using this plandemic as their catalyst.  President Trump was the last things standing in their way. They are behind what’s happening to him too because he wouldn’t get on board.  We must resist! We must refuse! We must revolt!  They have no right to do this to us!!!"
Negative,conservative,@AussieBob,"We all know the Fake News MSM are the friends of 'The Swamp.' Now we know how deep the Swamp really goes.   We have had Fake News - Fake Russia Hoax - Fake Impeachment - Fake Pandemic. It was all a distraction while they organised and setup the 'Fake Election.' The Swamp seems to have won again (this time), but we will be back in 2022 to keep the Senate and take back the House. And in 2024 we will be back bigger and better than ever to take back the POTUS.  The only thing necessary for the triumph of Evil is for Good people to do nothing. Good versus Evil is an never-ending War. We may have lost this battle - but the War will go on whoever wins this year."
Negative,conservative,@HenHouse0204,COVID 1984: Joe Biden Announces His Absurd Thanksgiving Recommendations for Americans.  Hell no 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡
Negative,conservative,@Ekathryn7,This evil Hitler 2.0 needs to be charged with crimes against humanity #greatreset
Negative,conservative,@DMcB,"A dog has a chain reduced one link at a time, every few days, until his chain is so short he can barely move. Then he does not resist because he's been conditioned to the loss of his freedom, slowly over time. #lockdown #Covid_19 #GreatReset"
Negative,conservative,@AlexandraSasha,Klaus Schwab C19: The Great Reset PDF version.
Negative,conservative,@Art77,The GREAT RESET IS A WORLDWIDE MOVEMENT to impose global Socialism
Negative,conservative,@ConservativeLibrarian,BREAKING: Tucker Carlson slams Justin Trudeau and the 'great reset'
Negative,conservative,@Debbieddy0902,Must listen at the 30:00 minute mark. Welcome to the “Great reset”
Negative,conservative,@Jenny0,Its here. What are we going to do about it. The great reset is coming. And it is not good for us. #stopthesteal #trump2020 #nomoremasks
Negative,conservative,@AlexandraRomanov,"Mandatory Unity : 5D Lockdown Healing | vegans, new-agers, Royals, & The Great Reset | open lines"
Negative,conservative,@Brelueer42,Biden’s rhetoric shows support for elites’ ‘Great Reset’ to usher in New World Order | News | LifeSite
Negative,conservative,@Cherokeeowl,"The Great Reset aka NWO 🔥Must Watch🔥 If we don’t fight like hell & resist, this will happen!  #resistlockdowns  #resistmaskmandates  #fightback  #gijoevets  #tn2  #co4djt  #cocass2"
Negative,conservative,@deeshannongarrison,"From supportiv.com, ""It is a mark of courage to recognize the signs of controlling behavior, and an act of bravery to respond appropriately."" This means you need to refuse to allow The Great Reset, Agenda 22, etc."
Negative,conservative,@iamwithname,"“This Great Reset is destined to fail because those who planned it do not understand that there are still people ready to take to the streets to defend their rights, to protect their loved ones, to give a future to their children and grandchildren,”  Amen. Let's roll!"
Negative,conservative,@janlange,"♦️They want to create a dystopian totalitarian controlled society, something like THE HUNGER GAMES.  ♦️In that case I prefer Mad Max. ♦️The Great Reset - a blueprint for a better world after #COVID ..."
Negative,conservative,@Hillig101,"Build Back Better, Great Reset, and 4th Industrial Revolution are just rebranding for New World Order. No more liberty, no more freedom, no more individuality. Everyone is subserviant to the government who provides for minimal sustinance. MINIMAL!"
Negative,conservative,@Hillig101,"Climate change is another tool, just like covid, intended to scare people into accepting the Great Reset. Former VP Biden will destroy the US economy under the false flag of covid and climate change"
Negative,conservative,@GossJake,"I don’t normally say much about covid. It’s real. A few are really affect by it. Most feel like crap for a few days and go on. The extreme over hype is what is fake. The one thing that makes sense out of all of it is “the great reset”. Learn a little bit about that, all the over hype makes complete sense."
Negative,conservative,@Buddybear34,#thegreatreset - #StopTheMadness #wakeupamerica
Negative,conservative,@GIMarco,#betterlookout #newnormal #thegreatreset #puppetmaster #fuckliberals
Negative,conservative,@BurkholderMedia,"In Matthew 24, Jesus warned his followers of the tough times that lay in store for them. Today, few pastors are preparing their flocks for intense tribulation that could be headed their way. Why?    #TheGreatReset #Socialism #Communism #antichristian"
Negative,conservative,@Edmartin,"The sole obstacle to communist world conquest has been and continues to be the United States of America, and We the People.  IT IS NEVER TIME TO CONCEDE TO TYRANNY! #HOLDTHELINE #WETHEPEOPLE #AMERICAFIRST #BALLOTS #WHITEHOUSE #CCPVIRUS"
Negative,conservative,@Edmartin,"The sole obstacle to communist world conquest has been and continues to be the United States of America, and We the People.  IT IS NEVER TIME TO CONCEDE TO TYRANNY! #HOLDTHELINE #WETHEPEOPLE #AMERICAFIRST #BALLOTS #WHITEHOUSE #CCPVIRUS"
Negative,conservative,@Edmartin,"The sole obstacle to communist world conquest has been and continues to be the United States of America, and We the People.  IT IS NEVER TIME TO CONCEDE TO TYRANNY! #HOLDTHELINE #WETHEPEOPLE #AMERICAFIRST #BALLOTS #WHITEHOUSE #CCPVIRUS"
Negative,conservative,@Ianfelpel,"Laws are made by legislators, and made authoritative once they are signed by governors. That’s what the constitution states. During this entire crisis, when have the legislators actually written laws that people need to socially distance and wear masks — whether outside or in their own home with guests over — and had them signed by governors? Answer: NEVER. Not one time. The nonsense coming from the PA Secretary of Health today was never written by legislators, nor signed off on. It’s coming directly from führer Wolf in Harrisburg, whom last I knew has not returned to his office since March. His doors are shut, yet he CONTINUES TO BE PAID, giving edicts that have wreaked havoc for businesses and families in PA. It’s not just a mask. It’s unconstitutional, and PA residents need to know their rights, call or email their representatives now, and make their voices heard. #pennsylvania #impeachgovwolf #faithoverfear #covid19 #knowyourrights #corruption #wakeupamerica #ccpvirus"
Negative,conservative,@DancrDave,All of these idiots pushing lockdowns due to the Wuhan Flu remind me of 2 Thessalonians 2:11: For this reason God sends them a powerful delusion so that they will believe the lie.
Negative,conservative,@cigarninja,Me going to Thanksgiving dinner this year. #lockdown #theycanceledthanksgiving #turkeyday  #nosoupforyou  #coronahoax  #covid19hoax
Negative,conservative,@dago70,"The left FREELY administration that the kung flu is about control. You don't have to believe me, just listen to what Beetleguise."
Negative,conservative,@GrahamLedger1,Ladies and gentlemen this is more than a simple case of do as I say not as I do. This exposes the fraud behind the government response to the Wuhan coronavirus.
Neutral,conservative,@Baxbeez,"Rockerfella, pandemic, vaccination and war--history repeats."
Neutral,conservative,@DeplorableLeft,Steve Bannon’s War Room: Pandemic Ep 509
Neutral,conservative,@DeplorableLeft,Steve Bannon’s War Room: Pandemic Ep 510
Neutral,conservative,@DeplorableLeft,Steve Bannon’s War Room: Pandemic Ep 513
Neutral,conservative,@ELMinORL,"While New Yorkers Suffer Amid Pandemic, Andrew Cuomo Is Getting A Pay Raise | The Daily Wire"
Neutral,liberal,@ArtAndPolitics,"Nope, there is no unity with the enemy. #BIDEN #PANDEMIC #ELECTIONS2020 #ALEXJONES #HUNTERBIDEN #TRANSPARENCY2020 #STOPTHESTEAL #RECOUNT #NEVADA #VOTE"
Neutral,conservative,@flintbedrock,U.S. Justice Alito says pandemic has led to 'unimaginable' curbs on liberty | Article [AMP] | Reuters
Neutral,conservative,@Denisesaluck,"Former Chief Science Officer for Pfizer Says ""Second Wave"" Faked on False-Positive COVID Tests, ""Pandemic is Over"" - HubPages"
Neutral,conservative,@Denisesaluck,"Former Chief Science Officer for Pfizer Says ""Second Wave"" Faked on False-Positive COVID Tests, ""Pandemic is Over"" - HubPages"
Neutral,conservative,@EricSr,Cuomo to receive pay raise at start of 2021 as lower officials' salaries remain stagnant due to pandemic Explore the Fox News apps that are right for you at
Neutral,conservative,@ChristianSchwabIdaho,"Two things that have been consistent during the pandemic are COVID-19 is ever-changing, as will our processes dependent on the need, and secondly, our shared commitment to the health and safety of Bonner County, BGH officials said."
Neutral,conservative,@6cavair,"1. How can a 98% survival be a pandemic? 2. We have the Democratic socialist party, the Pansy Republican- tea party sold out party. What we need is the Patriot Party constitutionalist with teeth. Tired of words need action."
Neutral,conservative,@DanAdamsPGH,"""Justin Trudeau calling the COVID-19 pandemic an opportunity for a reset as per the WEF, and parroting the ‘build back better’ line which Joe Biden just so happened to use as a campaign slogan. Must all be a coincidence and not at all coordinated."""
Neutral,conservative,@Ashtendiaries,#echo if you want your #thanksgiving2020 to be normal. 🗣🦃 #lockdown #covid19 #covid #covid19hoax #hypocrites #cuomo #andrewcuomo #chriscuomo #nancypelosi #thanksgiving #coronavirus #coronaviruspandemic #pandemic #communism #censorship #trump #trump2020 #joebiden #hunterbiden #biden #donaldtrump
Neutral,conservative,@Cydneybeatty,New Orleans is banning Mardi Gras parades due to pandemic. No problem every city in South Louisiana has one. Trust me they don't care. All the outsiders go to New Orleans. Cajuns celebrate at home. Yeah for the home town parades.
Neutral,conservative,@CortrechtT,"Glad to know he believes in politicizing this virus. Does he really believe this is a serious pandemic or a hoax? I mean he sends infected to nursing homes and now is keeping the vaccines from everyone. Look out y'all, King Cuomo is projecting again and his surfs will suffer."
Neutral,conservative,@buskirk,"CA lawmakers head to Maui with lobbyists despite pandemic, travel warnings *You* need to cancel Thanksgiving, but lawmakers from locked down CA & WA can go on a taxpayer funded junket to a Hawaiian resort. Remember this next time you’re told to obey."
Neutral,conservative,@buskirk,"CA lawmakers head to Maui with lobbyists despite pandemic, travel warnings *You* need to cancel Thanksgiving, but lawmakers from locked down CA & WA can go on a taxpayer funded junket to a Hawaiian resort. Remember this next time you’re told to obey."
Neutral,conservative,@buskirk,"CA lawmakers head to Maui with lobbyists despite pandemic, travel warnings *You* need to cancel Thanksgiving, but lawmakers from locked down CA & WA can go on a taxpayer funded junket to a Hawaiian resort. Remember this next time you’re told to obey."
Neutral,conservative,@buskirk,"CA lawmakers head to Maui with lobbyists despite pandemic, travel warnings *You* need to cancel Thanksgiving, but lawmakers from locked down CA & WA can go on a taxpayer funded junket to a Hawaiian resort. Remember this next time you’re told to obey."
Neutral,conservative,@buskirk,"CA lawmakers head to Maui with lobbyists despite pandemic, travel warnings *You* need to cancel Thanksgiving, but lawmakers from locked down CA & WA can go on a taxpayer funded junket to a Hawaiian resort. Remember this next time you’re told to obey."
Neutral,conservative,@DaveRPh,"The COVID lockdowns were part of a multi-faceted attack on our election system by the Democrats. In most instances, the current lockdowns violate the US Constitution. Ask your Governor where the US Constitution mentions exceptions for 'pandemics'. Ask your Governor if they have scientific data to back up their plan. Data, not the opinions of some scientists. Opinions vary, data does not."
Neutral,conservative,@Ashtendiaries,#echo if you agree!! 🗣❤️🤍💙 #covid #covid19 #coronavirus #lockdown #lockdowns #pandemic #fauci #fakenews #anthonyfauci #trump2020 #election2020 #2020election #voterfraud #cancelculture #twitter #facebook #china #trump #biden #joebiden #kamalaharris #bidenharris #trumppence #freespeech #usa #america #americafirst #draintheswamp #candaceowens #mybodymychoice #freedom #freedomofspeech
Neutral,conservative,@Brianbaja,"I want to believe Sidney and the other attorneys about proof, and it is blatantly obvious the election was a complete sham, but time is of the essence. What the hell are they waiting for? It is past time to release the evidence. Enough with the BS talk. Let’s see it, let’s go, end this Biden thinking he is President shit. Already lockdowns, Paris accord, open borders, and taking credit for the phenomenal job TRUMP did with the pandemic."
Neutral,conservative,@akaHermanSnerd,"There's a firing range very close to my place of work and I'm enjoying the sounds of freedom (for now) this afternoon. Good thing for the range owner because he just invested, big time, in opening his range and unfortunately it all came together under the umbrella of this pandemic. I'm hoping things get better so we can all get back to what we remember as being normal. So many small businesses suffering for so many reasons - all so unnecessary.  Shoot sparingly, folks! It's sad that ammo is so hard to come by these days."
Neutral,conservative,@akaHermanSnerd,"There's a firing range very close to my place of work and I'm enjoying the sounds of freedom (for now) this afternoon. Good thing for the range owner because he just invested, big time, in opening his range and unfortunately it all came together under the umbrella of this pandemic. I'm hoping things get better so we can all get back to what we remember as being normal. So many small businesses suffering for so many reasons - all so unnecessary.  Shoot sparingly, folks! It's sad that ammo is so hard to come by these days."
Neutral,conservative,@ColdHardTruth,"There is a body of evidence that suggests covid-19 WAS outside China before the early 2020 timeline that the so-called experts have established. This article is but another that contains information that sheds light on that school of thought. Unfortunately, the pandemic pushers do not want their narrative changed because they fear it will expose their linear thinking and unwillingness to explore other possibilities. Throughout history, the great scientists thought outside the box and explored all possibilities. What we have with Fauci and his allies are people who want to be right so badly that they are more often wrong."
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@carpedonktum,"Just a friendly reminder that the FBI, CIA, and NSA have access to the realtime tracking of every phone connected to a network in America. They also have AI listening and transcribing everything that is picked up by the microphone whether you are using the phone or not. Big Tech knows more about you than your parents or your spouse. If COVID was actually a highly dangerous pandemic, they would know instantly who to quarantine. If they were serious about ending political violence, they could arrest EVERYONE planning ANYTHING in a weekend. If they cared about voter fraud, they could print off a list of everyone who committed it And if they cared about lowering crime they would have already made the world a safer and better place. They don't care about you, you are their means to power and wealth, you are a commodity not a consumer. Enjoy your day!"
Neutral,conservative,@cystokyd,if fauci isnt making money off of it....it doesn't work for covid19
Neutral,liberal,@fuckdonaldtrump1812,Some “ great president “ 🥴🙄 #covid19 #coronavirus #trump2020 #realdonaldtrump #trumptrain #womenfortrump #dumptrump
Neutral,conservative,@JimJordan,"San Diego restaurants defy #COVID19 orders, re-open, and fight to survive.  Make America Free Again!"
Neutral,liberal,@0mnipresent,I’ve been seeing this #covid19 #misinformation going around here. This is a debunking from DrKatEpidemiologist on TikTok. Maybe stop sharing false info?
Neutral,conservative,@CivilWarGeneralTrump,Will you take the vaccine? Do you think you will be forced to take it??  #nomandatoryvaccines #exposebillgates #populationcontrol #over75biden #biden #trump2020landslide #covid19 #smallgovernment
Neutral,conservative,@Jeffbomba,"Medical professionals are walking off the job because they cant take the dishonesty. My friends Liberal sister admitted they are voluntarily euthanizing elderly Covid19 patients. So no, they cant be trusted."
Neutral,conservative,@Deviwevi03,"🔥🔥BOOM🔥🔥 No, you’re not dreaming. The Dominon software system that has been used by Deepstate to get a rigged election in USA is also the one that is managing statistics of Covid19 tests! (PCR tests)."
Neutral,conservative,@billy3452,"Newsom will apologize then do it again, apologize then do it again, apologize and do it again... this will just keep going with these elitist politicians. #maga #trump2020 #trump #parler #freedom #covid #covid19 #coronavirus #california #californiacovid #gavin #newsom #gavinnewsom #leftists #democrats #moron #morons #idiots #idiot"
Neutral,conservative,@BillTurner,"Can't find this picture on #Google? Me either. ""Michigan vote-counters cover up windows"" is how you find it on Brave. Hows that for censorship?  #voterfraud #electionfraud  #electionsfraud #americafirst #godwins #stopthesteal #joebiden #redwave2020 #parler #parler2020 #danbongino #foxnews #fakenews #fakenewsmedia #breaking #breakingnews #covid19 #theredwave #michigan #detroit #linwood #sidneywood #loudobbs #seanhannity #newsmax #oann #trending #viral #holdtheline #sayit #nevada #georgia"
Neutral,conservative,@AmericanPixie,Follow me! I'll follow back! 🇺🇸 #MAGA #Trump2020 #Trump2020Landslide #Trump2020NowMoreThanEver #NeverBiden #NeverHarris #BidenCrimeFamily #CrookedJoeBiden #meme #memes #parler #qanon #wwg1wga #thegreatawakening #thestormisuponus #trusttheplan #americafirst #democratsaredestroyingamerica #liberaltears #TheRedWave #SaveOurChildren #backtheblue #bluelivesmatter #hunterbiden #hunterbidenscandal #obamagate #pizzagate #wakeupamerica #covid19 #democrats #freedom #freespeech #kag2020 #trumptrain #silentmajority #qarmy #twittercensorship #facebookcensorship #prolife #election2020 #electionfraud #stopthesteal #millionmagamarch #trumpwon2020 #cheating #countalllegalvotes
Neutral,conservative,@AmericanPixie,Follow me! I'll follow back! 🇺🇸 #MAGA #Trump2020 #Trump2020Landslide #Trump2020NowMoreThanEver #NeverBiden #NeverHarris #BidenCrimeFamily #CrookedJoeBiden #meme #memes #parler #qanon #wwg1wga #thegreatawakening #thestormisuponus #trusttheplan #americafirst #democratsaredestroyingamerica #liberaltears #TheRedWave #SaveOurChildren #backtheblue #bluelivesmatter #hunterbiden #hunterbidenscandal #obamagate #pizzagate #wakeupamerica #covid19 #democrats #freedom #freespeech #kag2020 #trumptrain #silentmajority #qarmy #twittercensorship #facebookcensorship #prolife #election2020 #electionfraud #stopthesteal #millionmagamarch #trumpwon2020 #cheating #countalllegalvotes
Neutral,conservative,@Chiaramonte,Who can explain this one?  With the second wave of lockdowns starting to roll in. I know for my state Big Gretch is trying to push us around again. Many people I know are not going to stand for it.  We know the virus is real.  We know we all have a risk.  But don’t tell us we can’t see our family for the holidays. That’s our call as a family to decide if the risk of being sick is worth it or not.  Not the Governments job. It’s ours.  #michiganlockdown  #covid19  #endthelockdown  ECHO IF YOU AGREE!
Neutral,conservative,@AmericanPixie,Follow me! I'll follow back! 🇺🇸 #MAGA #Trump2020 #Trump2020Landslide #Trump2020NowMoreThanEver #NeverBiden #NeverHarris #BidenCrimeFamily #CrookedJoeBiden #meme #memes #parler #qanon #wwg1wga #thegreatawakening #thestormisuponus #trusttheplan #americafirst #democratsaredestroyingamerica #liberaltears #TheRedWave #SaveOurChildren #backtheblue #bluelivesmatter #hunterbiden #hunterbidenscandal #obamagate #pizzagate #wakeupamerica #covid19 #democrats #freedom #freespeech #kag2020 #trumptrain #silentmajority #qarmy #twittercensorship #facebookcensorship #prolife #election2020 #electionfraud #stopthesteal #millionmagamarch #trumpwon2020 #cheating #countalllegalvotes
Neutral,conservative,@AmericanPixie,Follow me! I'll follow back! 🇺🇸 #MAGA #Trump2020 #Trump2020Landslide #Trump2020NowMoreThanEver #NeverBiden #NeverHarris #BidenCrimeFamily #CrookedJoeBiden #meme #memes #parler #qanon #wwg1wga #thegreatawakening #thestormisuponus #trusttheplan #americafirst #democratsaredestroyingamerica #liberaltears #TheRedWave #SaveOurChildren #backtheblue #bluelivesmatter #hunterbiden #hunterbidenscandal #obamagate #pizzagate #wakeupamerica #covid19 #democrats #freedom #freespeech #kag2020 #trumptrain #silentmajority #qarmy #twittercensorship #facebookcensorship #prolife #election2020 #electionfraud #stopthesteal #millionmagamarch #trumpwon2020 #cheating #countalllegalvotes
Neutral,conservative,@billy3452,"Fauci is just a Biden supporter, just begging for Trump to leave. It's obviously not true that the vaccine is going to be delayed from Trump refusing to concede. Trump is very much still working and Biden is very much not the President at the moment nor would he be anytime from now to January 20th if Biden wins. #maga #trump2020 #trump #parler #freedom #election2020 #election #election2020results #electionresults #fauci #covid #covid19 #coronavirus #vaccine #leftist #leftism #leftists #fraud #voterfraud #electionfraud"
Neutral,conservative,@CraigTheTechTeacher,"""The COVE study includes more than 7,000 Americans over the age of 65. It also includes more than 5,000 Americans who are under the age of 65 but have high-risk chronic diseases that put them at increased risk of severe COVID-19, such as diabetes, severe obesity and cardiac disease. These medically high-risk groups represent 42% of the total participants in the Phase 3 COVE study."" #News #FakeNews #MSM #Media #SocialMedia #Politics #ArmyForTrump #Trump #Biden #Election #Moderna #COVID19 #COVID #Shutdowns #Vaccine"
Neutral,conservative,@Hirstified,"TONIGHT!  💣BOMBSHELL about the 2020 election fraud, corona virus and vaccine information you don't want to miss! 🚨EXCLUSIVE interview with author and entrepreneur  @theclayclark   You can find him on the @Thrivetimeshow and get his book ""Fear Unmasked""  Watch on facebook on Hirstified and  @newrightnetwork  .  You can also subscribe on NRNplus.com for more shows. Tonight 7p ET . . . #exclusive #expose #exposethetruth #bombshell #interview #show #podcast #youtube #media #fakenews #MSM #exposingthemedia #bhfyp #Trump #Trump2020 #stopthesteal #kraken #release #releasethekraken #fraud #fraud2020 #electionfraud #coronavirus #COVID19 #vaccines #5G #truth #shockingtruth"
Neutral,conservative,@bpeterssquare,"“A man who lies to himself, and believes his own lies becomes unable to recognize truth, either in himself or in anyone else, and he ends up losing respect for himself and for others. When he has no respect for anyone, he can no longer love, and, in order to divert himself, having no love in him, he yields to his impulses, indulges in the lowest forms of pleasure, and behaves in the end like an animal. And it all comes from lying - lying to others and lying to yourself.” - Fyodor Dostoevsky.  #covid19 #coronavirushoax #coronavirus #election2020 #electionfraud #electioninterference #riggedelection #riggedelections #dominion #dominionvotingsystems #joebiden #hunterbiden #smartmatic #wwg1wga #fightback #patriotsfight #keepfighting #truthmatters #sharethetruth #truthisfree #pennsylvania #fightforfreedom #godwins #godblessamerica #ingodwetrust #trumpwon"
