Sentiment,User,Post Content
Negative,@Cherokeeowl,Democrats Listen up! Before we become unpeaceful like your rioters!!!  You won’t like it!  OPEN AMERICA NOW!  WITHOUT THE MASKS! This is the biggest hoax ever perpetuated!  #cocass  #co45  #gijoevets #tn2
Neutral,@Johnlinda,Stanford expert blasts COVID lockdown failures: 'We quarantined the healthy ... exposed the sick' | Just The News #COVID19 #coronavirus
Neutral,@FiveArrows,One silver lining of the China virus is that I got introduced to the sport of pickleball.  I got plugged into a great group of people who played almost daily during the quarantine. Today I start in my first bit of league play and I’m pretty excited!
Positive,@JohnnyHammer,"Nancy gets special treatment! In the Communist State of #Pennsylvania you have to wear a mask to get a haircut! Pelosi used shuttered San Francisco hair salon for blow-out, owner calls it 'slap in the face' | Fox News"
Positive,@Guitarshp,"There is no law requiring you to wear a mask. If you can protest in person you can vote in person. If walmart can remain open then so can your church. They asked for 15 days, then 30. We've given them 161. If you don't have all your freedoms back yet, go take them back. Today."
Positive,@ARMomma,"If you’re in your car alone riding around with a mask on, you don’t need a #bidenharris2020 bumper sticker🤣"
Neutral,@FiveArrows,Walking around with a mask dangling off one ear has to be the most retarded looks of 2020. Followed closely by having a mask hanging off your rear view mirror.
Neutral,@Bottomgun,A better way to use those masks.
Neutral,@DRofficial,"I don't care what anyone says about Nancy Pelosi ""not wearing a mask"" in a salon and being a hypocrite. I'm more upset with her not covering up her Saw face everyday for the health of our eyes."
Neutral,@BeckerGOP,"At Kroger's this evening, my wife managed to lock up two of their self-checkout machines. I warned her about not wearing masks around computers. That's how they catch viruses. 🙂"
Neutral,@Drewbmom2001,Biden Now Says National Mask Mandate 'Probably Unconstitutional' - Gives Bizarre Non-Answer to Reporter Asking When He will Visit Arizona (VIDEO)
Neutral,@Flirtyskirt,FB just shut down a group of us on Facebook because we don’t want to wear masks. There were over 44k of us. I am heartbroken. The founder has moved to Parler. Spread the word!
Neutral,@Cherokeeowl,Democrats Listen up! Before we become unpeaceful like your rioters!!!  You won’t like it!  OPEN AMERICA NOW!  WITHOUT THE MASKS! This is the biggest hoax ever perpetuated!  #cocass  #co45  #gijoevets #tn2
Neutral,@johnnypatriot1,"WOW this is the greatest video ever made ,she just now did this rant .FRIENDS LISTEN TO THIS WOMANS WORDS BECAUSE SHE IS 100% RIGHT IN EVERYTHING SHE SAYS ,AND SHE IS SEVERLY PISSED AND HAS EVERY RIGHT TO BE ,AND WE SHOULD BE TOO .LIKE SHE SAYS ENOUGH IS ENOUGH WITH THESE FUCKING MASKS . BRAVO TO TINA ,WELL SAID GIRL ."
Neutral,@4651lainey,"The police took off their helmets and masks in Germany and stood in solidarity with their 4 million fellow human beings who know corona is a hoax. We the people of the world are awake, soon the mafia members are going to have to run and there will be no place to hide because we the people are the world and we are taking our countries back executing all TRAITORS in all countries  #SaveTheChildren #WeAreTheWorld #Trump2020"
Neutral,@Johncooke06,The police are the same all over the world Absolute liberal KHUNTS They let migrants do what they want then they are VERY QUICK TO attack white working class people look here yesterday in Holland As I've been updating you on migrants rioting in Holland for weeks now as the MSM and police turn a blind eye. @JackDawkins 🍻🍻  @Simonlaur76  @lesmotoluva  @LilyMcRae   @Sal72H This is how police are to their own citizens as they held an anti Coronavirus mask demo yesterday
Neutral,@FiveArrows,"Quit giving into fear and live your life! Stop wearing your mask!  Stop treating family like strangers!  Stop treating strangers like enemies.! Get outside and enjoy the sun and the warmth of summer! Quit cowering in your house afraid of a virus that 99.9% of people will survive! You have one life to live so live it to the fullest!!!  You’re only guaranteed right now, not tomorrow. so go out and take advantage of the opportunity you have to live in the freest country on earth!"
Neutral,@Dorianne,Dr. Carrie Madej discusses the Moderna vaccine a little more in depth than you may have heard.
Neutral,@Dkmraider1962,President Trump needs to initiate a higher education Project Warp Speed. Any public school who continues to churn out meaningless social science and other useless degrees to indoctrinate our youth instead of an equivalent amount of STEM degrees should have their tax payer funded subsidies eliminated!! @TrishRegan   @TeamTrump   @Mariabartiromotv
Negative,@HubLife,California Patriots have had enough of the Shamdemic.
Negative,@FiveArrows,"It’s an interesting thing watching someone go through the stages of taking the red pill.  My wife had her eyes opened during the shamdemic. First by watching Out of Shadows a couple months ago and then by researching the stuff she saw in that documentary.  Since then, she has been spending hours researching all the evil that has been hidden for so long.  At first she was in shock. Then she was disgusted and angry. Right now she is somewhere between anger and sadness.  I understand the necessity of the stages, having gone through them myself, but it sure is hard to watch someone you love swallow the bitter red pill and realize her reality isn’t what she thought it was."
Negative,@cjtruth,SHOCK: CDC: 94% of Covid-19 deaths had underlying medical conditions According to the CDC 9683 died in the United States with only having COVID-19 listed on their death certificate. The Covid hoax has always been a hoax. Those who have been involved in this hoax should be prosecuted to the fullest extent.
Negative,@BillCarbin,"Biden did no better with the H1N1 crisis than  @Name Hidden  has done with China Virus, in fact worse."
Negative,@FiveArrows,One silver lining of the China virus is that I got introduced to the sport of pickleball.  I got plugged into a great group of people who played almost daily during the quarantine. Today I start in my first bit of league play and I’m pretty excited!
Negative,@Jeff71,"I know the Red Herring used by the MSM that people were calling the China Virus a hoax. THATS A LIE, THEY WERE AND STILL ARE actually referring to the spin attached to it. The virus is real, the deaths are real, but the politicized narrative is a lie. The truth comes out eventually."
Negative,@Dorianne,Plandemic Pt. 2 - Indoctornation
