Sentiment,User,Post Content
Neutral,@DylanWheeler511,"An apartment complex in Ventura County, CA is locking their residents inside the building until all of them are tested for Covid. I called the number, was put on hold, & then eventually forwarded to voicemail. This is the dangerous slope we’ve been talking about - & it’s exactly what the Cabal wants. They don’t even have to mandate laws or draft legislation when landlords, banks, businesses, etc. will go along with the agenda & require this out of their tenants /customers. And what happens if 1 child tests positive in a public school setting? Will they lockdown that entire school until every kid is forcefully tested then shipped to a “quarantine facility” if positive? This is called tyranny & it never ends up well for us citizens. It’s time to wake up & fight for our God-given rights. #WWG1WGA"
Neutral,@DylanWheeler511,"An apartment complex in Ventura County, CA is locking their residents inside the building until all of them are tested for Covid. I called the number, was put on hold, & then eventually forwarded to voicemail. This is the dangerous slope we’ve been talking about - & it’s exactly what the Cabal wants. They don’t even have to mandate laws or draft legislation when landlords, banks, businesses, etc. will go along with the agenda & require this out of their tenants /customers. And what happens if 1 child tests positive in a public school setting? Will they lockdown that entire school until every kid is forcefully tested then shipped to a “quarantine facility” if positive? This is called tyranny & it never ends up well for us citizens. It’s time to wake up & fight for our God-given rights. #WWG1WGA"
Neutral,@DylanWheeler511,"An apartment complex in Ventura County, CA is locking their residents inside the building until all of them are tested for Covid. I called the number, was put on hold, & then eventually forwarded to voicemail. This is the dangerous slope we’ve been talking about - & it’s exactly what the Cabal wants. They don’t even have to mandate laws or draft legislation when landlords, banks, businesses, etc. will go along with the agenda & require this out of their tenants /customers. And what happens if 1 child tests positive in a public school setting? Will they lockdown that entire school until every kid is forcefully tested then shipped to a “quarantine facility” if positive? This is called tyranny & it never ends up well for us citizens. It’s time to wake up & fight for our God-given rights. #WWG1WGA"
Neutral,@DylanWheeler511,"An apartment complex in Ventura County, CA is locking their residents inside the building until all of them are tested for Covid. I called the number, was put on hold, & then eventually forwarded to voicemail. This is the dangerous slope we’ve been talking about - & it’s exactly what the Cabal wants. They don’t even have to mandate laws or draft legislation when landlords, banks, businesses, etc. will go along with the agenda & require this out of their tenants /customers. And what happens if 1 child tests positive in a public school setting? Will they lockdown that entire school until every kid is forcefully tested then shipped to a “quarantine facility” if positive? This is called tyranny & it never ends up well for us citizens. It’s time to wake up & fight for our God-given rights. #WWG1WGA"
Neutral,@BrazilianNewYorker,Whoa White House seems to be in a lock down #Praying for our #potus
Positive,@GodisLife,"What’s y’alls take on the masks? I feel like in certain instances, in order to beat these scumbags at their own games, without escalating to potential violence, those who don’t mind wearing them, should. I for one, will not and have only twice. That was only because I was pressured by a customer, and the communist sign on Home Depot’s door. Thankfully my wife stood strong and didn’t wear one, which quickly prompted me to take mine off. My mask was a turban I got in Iraq. I had it on my face like the terrorists do. If you have to wear a mask, I recommend you wear the most ridiculous one you can find."
Positive,@Clinton614,"""I wear a mask to protect you, so you need to wear a mask to protect me."" - That is so nice of you! Then if we are on the topic of protecting each other, that is why I carry a firearm. To protect you in case something went down. Do you carry a firearm to protect me? ""Well no"" -Why not? ""Because it's a gun...I don't want to."" -It doesn't matter, if it could protect me, you should do it. -Look, the moral of the story is, I carry a firearm because my safety is my own responsibility. I would never expect someone else to keep me safe. -Do you hear how stupid you sound now? #clinton614"
Positive,@GeneHo,If ya gotta wear a mask...
Positive,@Jordanmoody156,"go sainsburys, you're a little expensive but I can make do if you're going to be polite enough to not force me to wear a mask."
Negative,@bryanwhite,I have some thoughts. #government #governmentoverreach #mandates #maskmandates #tyranny #resisttyranny #corruption #citizens #america #covid19fear #terror #covid19control #covidcoup #resistthefear #resisttheleft #resistthemask #neversurrender #freedomisntfree #donotcomply #iwillnotcomply #wewillnotcomply #sheepnomore #masksareforslaves
