Sentiment,User,Post Content
Negative,@DigitalSwolljer,BIG BOSS MAN back at the WH!! With No Mask of course!!!😂 That’s my President!!🇺🇸💪👊
Neutral,@BaseballDC,Do you feel safe without a mask?
Neutral,@Ericjon1965,"Coronavirus convert and disciple Savannah Guthrie preaches the gospel of CoVid to Donald Trump at a nationally televised Town Hall inquisition. Over the last ten months the average American has been exposed to over 1000 hours of repetitive CoVid19 programming. Repetition forms rigid neurological pathways in the brain and is an integral part of brainwashing techniques. Once formed it is difficult and often impossible for an individual to reorganize these pathways. For many, masks and social distancing have become the equivalent to a religious dogma, a principle or set of principles laid down by an authority as incontrovertibly true."
Positive,@Ericjon1965,"Coronavirus convert and disciple Savannah Guthrie preaches the gospel of CoVid to Donald Trump at a nationally televised Town Hall inquisition. Over the last ten months the average American has been exposed to over 1000 hours of repetitive CoVid19 programming. Repetition forms rigid neurological pathways in the brain and is an integral part of brainwashing techniques. Once formed it is difficult and often impossible for an individual to reorganize these pathways. For many, masks and social distancing have become the equivalent to a religious dogma, a principle or set of principles laid down by an authority as incontrovertibly true."
Negative,@BigStoney247,Can anyone explain the Deagel predictions? 2017 report says UK population is 66m and by 2025 drops to 15m??? USA 327m to 100m and they spend their whole defense budget 600bn... This is a military info website? 👀🤔  @TeamTrump   @PressSecOfficial   @Dbongino   #uk #usa #populationcontrol #depopulation #covid19 #covidhoax #election
Neutral,@Activist4Truth,"1/4 Convirus: Chris Whitty and Patrick Vallance Will Address The Nation As It Reaches a ""Critical Point"" In the Pandemic Activist For Truth Says: We cannot allow any more of this nonsense to pass without challenge. If we do not stand as one Now then this will never end until a mandatory vaccine."
Neutral,@BigStoney247,I didn't even hear about this? Nevermind isolated over it... #covid19 #britain #flu
Neutral,@JimJordan,"Our prayers are with President Trump, the First Lady, Hope Hicks, and every other American family impacted by #COVIDー19. America will defeat this virus."
Neutral,@agcs01,Anyone wondering about the miracle COVID-19 cure POTUS received? He calls it “REGENERON“. Regeneron is a company publicity traded on the Nasdaq exchange for approximately $600/share under the symbol REGN. I’ve gone to the company websites investor news page and nowhere does it boast of it’s potential new COVID-19 cure that recently worked miracles for the leader of the free world. So I’ve looked at the spelling forward and backward. Look what it says backwards in my favorite Presidents New York style of speaking: NO RENEGER as in promises made promises kept except maybe this promise may be slanted towards the deep state during the 2nd term. Possibly Obama aka RENEGADE?
Neutral,@americanshomer,"Loeffler Tests Negative For COVID-19, But Is Self-Isolating After Previous Mixed Results | The Daily Wire"
Neutral,@ConnieT,"I've seen multiple accounts today that sound like Trump supporters by their user name that comment clickbait-y news stories on a legit Trump or Trump supporting account's Parley, which when clicked go to a page that immediately pops up an ad that takes over your browser, trying to get you download a file, probably virus/malware, closed the page so can't confirm. What's the best way to report these?"
